Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
254	CD Mathys, EI Lomakina, J Daunizeau, ...	Uncertainty in perception and the Hierarchical Gaussian Filter	2014	Frontiers in human …	frontiersin.org	https://www.frontiersin.org/articles/10.3389/fnhum.2014.00825/full	https://scholar.google.com/scholar?cites=9975540252126321180&as_sdt=2005&sciodt=2007&hl=en	109	2021-12-15 16:15:33	HTML	10.3389/fnhum.2014.00825							254	36.29	64	4	7	… choice is interesting because it is similar to the hypothesis (Friston et al., 2013; Schwartenbeck et al., 2013) that precision serves as the inverse decision temperature in active inference. …	https://www.frontiersin.org/articles/10.3389/fnhum.2014.00825/full	https://scholar.google.com/scholar?q=related:HJqZsgE9cIoJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
250	K Friston, P Schwartenbeck, ...	The anatomy of choice: dopamine and decision-making	2014	… of the Royal …	royalsocietypublishing.org	https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2013.0481	https://scholar.google.com/scholar?cites=4585944147179216515&as_sdt=2005&sciodt=2007&hl=en	28	2021-12-15 16:15:33		10.1098/rstb.2013.0481							250	35.71	83	3	7	… -making in terms of embodied or active inference. We associate bounded … Previous accounts of active inference have focused on … Active inference contextualizes optimal decision theory …	https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2013.0481	https://scholar.google.com/scholar?q=related:gx5mjOeLpD8J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
229	KE Stephan, C Mathys	Computational approaches to psychiatry	2014	Current opinion in neurobiology	Elsevier	https://www.sciencedirect.com/science/article/pii/S0959438813002316	https://scholar.google.com/scholar?cites=3076260786942565858&as_sdt=2005&sciodt=2007&hl=en	76	2021-12-15 16:15:33									229	32.71	115	2	7	A major reason for disappointing progress of psychiatric diagnostics and nosology is the lack of tests which enable mechanistic inference on disease processes within individual patients…	http://chrismathys.com/wp-content/uploads/2015/06/Stephan-and-Mathys-2014-Computational-approaches-to-psychiatry.pdf	https://scholar.google.com/scholar?q=related:4t0sEuMSsSoJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
196	MJ Pickering, A Clark	Getting ahead: forward models and their place in cognitive architecture	2014	Trends in cognitive sciences	Elsevier	https://www.sciencedirect.com/science/article/pii/S1364661314001260	https://scholar.google.com/scholar?cites=11330982021504370267&as_sdt=2005&sciodt=2007&hl=en	60	2021-12-15 16:15:33									196	28	98	2	7	… Such accounts have recently been extended (under the umbrella of ‘active inference’ 17, 18) … In active inference we learn to associate our own high-level plans and intentions with their …		https://scholar.google.com/scholar?q=related:WwYbTB28P50J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
190	G Pezzulo, MAA van der Meer, CS Lansink, ...	Internally generated sequences in learning and executing goal-directed behavior	2014	Trends in cognitive …	Elsevier	https://www.sciencedirect.com/science/article/pii/S1364661314001570	https://scholar.google.com/scholar?cites=13147494140201919975&as_sdt=2005&sciodt=2007&hl=en	171	2021-12-15 16:15:33									190	27.14	48	4	7	A network of brain structures including hippocampus (HC), prefrontal cortex, and striatum controls goal-directed behavior and decision making. However, the neural mechanisms …		https://scholar.google.com/scholar?q=related:5-VDGUNIdbYJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
176	M Bauer, MP Stenner, KJ Friston, ...	Attentional modulation of alpha/beta and gamma oscillations reflect functionally distinct processes	2014	Journal of …	Soc Neuroscience	https://www.jneurosci.org/content/34/48/16117.short	https://scholar.google.com/scholar?cites=973944360745072310&as_sdt=2005&sciodt=2007&hl=en	192	2021-12-16 9:10:44									176	25.14	44	4	7	The brain adapts to dynamic environments by adjusting the attentional gain or precision afforded to salient and predictable sensory input. Previous research suggests that this involves the regulation of cortical excitability (reflected in prestimulus alpha oscillations) …	https://www.jneurosci.org/content/jneuro/34/48/16117.full.pdf	https://scholar.google.com/scholar?q=related:tnY0ZTwlhA0J:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
170	HE Wang, CG Bénar, PP Quilichini, ...	A systematic framework for functional connectivity measures	2014	Frontiers in …	internal-journal.frontiersin.org	https://internal-journal.frontiersin.org/articles/10.3389/fnins.2014.00405/full	https://scholar.google.com/scholar?cites=8842871352470963281&as_sdt=2005&sciodt=2007&hl=en	229	2021-12-16 9:10:44	HTML	10.3389/fnins.2014.00405							170	24.29	43	4	7	Various methods have been proposed to characterize the functional connectivity between nodes in a network measured with different modalities (electrophysiology, functional magnetic resonance imaging etc.). Since different measures of functional connectivity yield …	https://internal-journal.frontiersin.org/articles/10.3389/fnins.2014.00405/full	https://scholar.google.com/scholar?q=related:UYSCvqQwuHoJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
168	JA Hobson, CCH Hong, KJ Friston	Virtual reality and consciousness inference in dreaming	2014	Frontiers in psychology	frontiersin.org	https://www.frontiersin.org/articles/10.3389/fpsyg.2014.01133/full	https://scholar.google.com/scholar?cites=13098677980459134282&as_sdt=2005&sciodt=2007&hl=en	195	2021-12-16 9:10:44	HTML	10.3389/fpsyg.2014.01133							168	24	56	3	7	This article explores the notion that the brain is genetically endowed with an innate virtual reality generator that–through experience-dependent plasticity–becomes a generative or predictive model of the world. This model, which is most clearly revealed in rapid eye …	https://www.frontiersin.org/articles/10.3389/fpsyg.2014.01133/full	https://scholar.google.com/scholar?q=related:Sm1_NDnax7UJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
163	P Vuust, MAG Witek	Rhythmic complexity and predictive coding: a novel approach to modeling rhythm and meter perception in music	2014	Frontiers in psychology	frontiersin.org	https://www.frontiersin.org/articles/10.3389/fpsyg.2014.01111/full	https://scholar.google.com/scholar?cites=11195351549061523536&as_sdt=2005&sciodt=2007&hl=en	170	2021-12-15 16:15:33	HTML	10.3389/fpsyg.2014.01111							163	23.29	82	2	7	Musical rhythm, consisting of apparently abstract intervals of accented temporal events, has a remarkable capacity to move our minds and bodies. How does the cognitive system …	https://www.frontiersin.org/articles/10.3389/fpsyg.2014.01111/full	https://scholar.google.com/scholar?q=related:UGhuGevgXZsJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
144	V Riedl, K Bienkowska, C Strobel, ...	Local activity determines functional connectivity in the resting human brain: a simultaneous FDG-PET/fMRI study	2014	Journal of …	Soc Neuroscience	https://www.jneurosci.org/content/34/18/6260.short	https://scholar.google.com/scholar?cites=18300522091060552809&as_sdt=2005&sciodt=2007&hl=en	247	2021-12-16 9:10:44									144	20.57	36	4	7	Over the last decade, synchronized resting-state fluctuations of blood oxygenation level-dependent (BOLD) signals between remote brain areas [so-called BOLD resting-state functional connectivity (rs-FC)] have gained enormous relevance in systems and clinical …	https://www.jneurosci.org/content/jneuro/34/18/6260.full.pdf	https://scholar.google.com/scholar?q=related:aWTaqeGD-P0J:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
144	M Moutoussis, P Fearon, W El-Deredy, RJ Dolan, ...	Bayesian inferences about the self (and others): A review	2014	Consciousness and …	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053810014000105	https://scholar.google.com/scholar?cites=8959060569898418282&as_sdt=2005&sciodt=2007&hl=en	237	2021-12-16 9:10:44	HTML								144	20.57	29	5	7	Viewing the brain as an organ of approximate Bayesian inference can help us understand how it represents the self. We suggest that inferred representations of the self have a normative function: to predict and optimise the likely outcomes of social interactions …	https://www.sciencedirect.com/science/article/pii/S1053810014000105	https://scholar.google.com/scholar?q=related:agABBh_6VHwJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
141	S Vossel, C Mathys, J Daunizeau, M Bauer, ...	Spatial attention, precision, and Bayesian inference: a study of saccadic response speed	2014	Cerebral …	academic.oup.com	https://academic.oup.com/cercor/article-abstract/24/6/1436/295093	https://scholar.google.com/scholar?cites=488876910278622330&as_sdt=2005&sciodt=2007&hl=en	228	2021-12-16 9:10:44									141	20.14	28	5	7	Inferring the environment's statistical structure and adapting behavior accordingly is a fundamental modus operandi of the brain. A simple form of this faculty based on spatial attentional orienting can be studied with Posner's location-cueing paradigm in which a cue …	https://academic.oup.com/cercor/article/24/6/1436/295093	https://scholar.google.com/scholar?q=related:ejwMsPXWyAYJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
137	PFMJ Verschure, CMA Pennartz, ...	The why, what, where, when and how of goal-directed choice: neuronal and computational principles	2014	… Transactions of the …	royalsocietypublishing.org	https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2013.0483	https://scholar.google.com/scholar?cites=9075116261034313272&as_sdt=2005&sciodt=2007&hl=en	207	2021-12-15 16:15:33		10.1098/rstb.2013.0483							137	19.57	46	3	7	The central problems that goal-directed animals must solve are: ‘What do I need and Why, Where and When can this be obtained, and How do I get it?' or the H4W problem. Here, we …	https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2013.0483	https://scholar.google.com/scholar?q=related:OEZSSihK8X0J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
130	J Fan	An information theory account of cognitive control	2014	Frontiers in human neuroscience	frontiersin.org	https://www.frontiersin.org/articles/10.3389/fnhum.2014.00680/full	https://scholar.google.com/scholar?cites=16011018183790596892&as_sdt=2005&sciodt=2007&hl=en	150	2021-12-15 16:15:33	HTML	10.3389/fnhum.2014.00680							130	18.57	130	1	7	Our ability to efficiently process information and generate appropriate responses depends on the processes collectively called cognitive control. Despite a considerable focus in the …	https://www.frontiersin.org/articles/10.3389/fnhum.2014.00680/full	https://scholar.google.com/scholar?q=related:HJMoSTWQMt4J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
108	A Clark	Perceiving as predicting	2014	Perception and its modalities	books.google.com	https://books.google.com/books?hl=en&lr=&id=akgtBAAAQBAJ&oi=fnd&pg=PA23&dq=%22active+inference%22+or+%22free+energy+principle%22&ots=IFFvZ0GPn9&sig=oAdciosWT-Ku8o7lqnsdM48_PEk	https://scholar.google.com/scholar?cites=4507621511975086049&as_sdt=2005&sciodt=2007&hl=en	121	2021-12-15 16:15:33									108	15.43	108	1	7	… maze of work on predictive coding, active inference, and generative models. They are not to … The free-energy principle: A rough guide to the brain? Trends in Cognitive Science 13: 293–…		https://scholar.google.com/scholar?q=related:4Scv--FJjj4J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
101	THB FitzGerald, RJ Dolan, KJ Friston	Model averaging, optimal inference, and habit formation	2014	Frontiers in human …	frontiersin.org	https://www.frontiersin.org/articles/10.3389/fnhum.2014.00457/full	https://scholar.google.com/scholar?cites=6124181619215208069&as_sdt=2005&sciodt=2007&hl=en	70	2021-12-15 16:15:33	HTML	10.3389/fnhum.2014.00457							101	14.43	34	3	7	… always have a lower accuracy but can (with learning) attain greater model evidence—and thereby be selected by Bayesian model averaging as time proceeds and the active inference …	https://www.frontiersin.org/articles/10.3389/fnhum.2014.00457/full	https://scholar.google.com/scholar?q=related:hY5MQbx2_VQJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
100	JA Hobson	Consciousness, dreams, and inference: The Cartesian theatre revisited	2014	Journal of Consciousness Studies	ingentaconnect.com	https://www.ingentaconnect.com/content/imp/jcs/2014/00000021/F0020001/art00001	https://scholar.google.com/scholar?cites=11931406569259260548&as_sdt=2005&sciodt=2007&hl=en	34	2021-12-15 16:15:33									100	14.29	100	1	7	… In one sense, tying consciousness to active inference tells one immediately that conscious… — this is the essence of active inference and how we sample the world to minimize surprise. …	https://www.newdualism.org/papers/J.Hobson/Hobson-JCS2014.pdf	https://scholar.google.com/scholar?q=related:hNp1Nw_flKUJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
97	G Pezzulo	Why do you fear the bogeyman? An embodied predictive coding model of perceptual inference	2014	Cognitive, Affective, & Behavioral Neuroscience	Springer	https://link.springer.com/article/10.3758/s13415-013-0227-x	https://scholar.google.com/scholar?cites=8620801157301485457&as_sdt=2005&sciodt=2007&hl=en	69	2021-12-15 16:15:33		10.3758/s13415-013-0227-x							97	13.86	97	1	7	… In the more general setting of active inference, it is possible that the belief that a thief has … To sum up, the dynamics of generative processes and active inference suggest a bidirectional …		https://scholar.google.com/scholar?q=related:kT87RPo8o3cJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2013&as_yhi=2015
97	MM Garvert, KJ Friston, RJ Dolan, MI Garrido	Subcortical amygdala pathways enable rapid face processing	2014	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811914006302	https://scholar.google.com/scholar?cites=16895645131149538750&as_sdt=2005&sciodt=2007&hl=en	303	2021-12-16 9:10:44	HTML								97	13.86	24	4	7	Human faces may signal relevant information and are therefore analysed rapidly and effectively by the brain. However, the precise mechanisms and pathways involved in rapid face processing are unclear. One view posits a role for a subcortical connection between …	https://www.sciencedirect.com/science/article/pii/S1053811914006302	https://scholar.google.com/scholar?q=related:vvU51bpjeeoJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
